LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
General Fund,Human Resources,Human Resources Administration,,,,0.0,0.0,221.3,0.0,0.0,3
General Fund,Human Resources,Organizational Development,,,,23750.0,23750.0,23750.0,23750.0,30750.0,3
General Fund,Human Resources Total,,,,,23750.0,23750.0,23971.3,23750.0,30750.0,2
General Fund,Administration Services,Building Maintenance,,,,0.0,0.0,0.0,0.0,0.0,3
General Fund,Administration Services,Fleet Management Division,,,,868024.3300000001,71524.57,39982.810000000005,55000.0,56000.0,3
General Fund,Administration Services,City Manager,,,,0.0,0.49,0.0,0.0,0.0,3
General Fund,Administration Services,City Clerk Division,,,,103.0,1206.3,1347.5,0.0,0.0,3
General Fund,Administration Services,Community Relations,,,,0.0,0.0,56247.94,79060.0,0.0,3
General Fund,Administration Services,Sustainability Division,,,,1500.0,3425.88,3752.5699999999997,0.0,0.0,3
General Fund,Administration Services,City Hall Operations,,,,2400.0,2450.0,2750.0,0.0,0.0,3
General Fund,Administration Services Total,,,,,872027.3300000001,78607.24,104080.82,134060.0,56000.0,2
General Fund,Police,Criminal Investigations Div,,,,260504.01,265934.4,198649.84,202000.0,251842.0,3
General Fund,Police,Police Support Division,,,,84364.14,105520.43,123855.48,106900.0,0.0,3
General Fund,Police,Police Administration Division,,,,30756.96,45105.719999999994,20752.87,25600.0,163400.0,3
General Fund,Police,Patrol Division,,,,11567.5,264.16,7040.0,468140.0,468140.0,3
General Fund,Police Total,,,,,387192.61000000004,416824.71,350298.19,802640.0,883382.0,2
General Fund Total,,,,,,8.688102471999997E7,8.545884208999999E7,9.848108996999994E7,9.5861764E7,9.9547954E7,1
Property and Liability Fund,Administration Services,General Insurance and Bonds,,,,0.0,0.0,0.0,2351475.0,2204297.0,3
Property and Liability Fund,Administration Services Total,,,,,0.0,0.0,0.0,2351475.0,2204297.0,2
Property and Liability Fund Total,,,,,,0.0,0.0,0.0,2351475.0,2204297.0,1
Transit Capital Projects Fund,Transportation,CAFR Preparation,,,,0.0,0.0,0.0,0.0,0.0,3
Transit Capital Projects Fund,Transportation Total,,,,,0.0,0.0,0.0,0.0,0.0,2
Transit Capital Projects Fund Total,,,,,,0.0,0.0,0.0,0.0,0.0,1
Golf Course Fund,Parks Rec & Cultural Arts,Recreation Division,,,,0.0,0.0,0.0,0.0,0.0,3
Golf Course Fund,Parks Rec & Cultural Arts Total,,,,,0.0,0.0,0.0,0.0,0.0,2
Golf Course Fund Total,,,,,,0.0,0.0,0.0,0.0,0.0,1
Workers' Compensation Fund,Finance,CAFR Preparation,,,,0.0,0.0,0.0,0.0,0.0,3
Workers' Compensation Fund,Finance,Workers Compensation,,,,0.0,0.0,0.0,1090300.0,1125000.0,3
Workers' Compensation Fund,Finance Total,,,,,0.0,0.0,0.0,1090300.0,1125000.0,2
Workers' Compensation Fund Total,,,,,,0.0,0.0,0.0,1090300.0,1125000.0,1
Civic Center Fund,Civic Center,Concessions Division,,,,597889.76,1076650.34,639692.57,988006.0,1201922.0,3
Civic Center Fund,Civic Center,Civic Center Administration,,,,1058618.23,758762.64,1039936.74,1690427.0,1976576.0,3
Civic Center Fund,Civic Center,Event Personnel Division,,,,120591.97,142976.84,125448.9,150000.0,150000.0,3
Civic Center Fund,Civic Center,CAFR Preparation,,,,0.0,-2782.71,-3557952.14,0.0,0.0,3
Civic Center Fund,Civic Center,Ticket Office,,,,46840.8,59112.63,81030.66,50000.0,140000.0,3
Civic Center Fund,Civic Center Total,,,,,1823940.7600000005,2034719.7400000002,-1671843.2700000003,2878433.0,3468498.0,2
Civic Center Fund Total,,,,,,1823940.7600000005,2034719.7400000002,-1671843.2700000003,2878433.0,3468498.0,1
Insurance Fund,Finance,Group Health Life & Dental,,,,0.0,0.0,0.0,0.0,0.0,3
Insurance Fund,Finance Total,,,,,0.0,0.0,0.0,0.0,0.0,2
Insurance Fund Total,,,,,,0.0,0.0,0.0,0.0,0.0,1
Health Insurance Fund,Human Resources,Health Clinic Services,,,,0.0,0.0,0.0,0.0,0.0,3
Health Insurance Fund,Human Resources,Group Health Life & Dental,,,,0.0,0.0,0.0,1.3919928E7,1.4167886E7,3
Health Insurance Fund,Human Resources Total,,,,,0.0,0.0,0.0,1.3919928E7,1.4167886E7,2
Health Insurance Fund Total,,,,,,0.0,0.0,0.0,1.3919928E7,1.4167886E7,1
Parking Services Fund,Transportation,Parking Services Division,,,,1659757.1700000002,1588965.6,1622704.08,1992700.0,1952213.0,3
Parking Services Fund,Transportation,CAFR Preparation,,,,0.0,-6175334.62,-1.512389909E7,0.0,0.0,3
Parking Services Fund,Transportation,Parking Garage Divison,,,,1167420.2100000002,1336763.8699999999,1.2325582090000002E7,1864000.0,2075594.0,3
Parking Services Fund,Transportation Total,,,,,2827177.3800000004,-3249605.15,-1175612.9200000002,3856700.0,4027807.0,2
Parking Services Fund Total,,,,,,2827177.3800000004,-3249605.15,-1175612.9200000002,3856700.0,4027807.0,1
Water Services Fund,Water,Water General Operations Div,,,,6696472.43,302060.39,884631.16,8584359.0,336982.0,3
Water Services Fund,Water,Water Administration,,,,922806.66,949877.95,1085893.84,1003499.0,986784.0,3
Water Services Fund,Water,Water Production Division,,,,2475.0,2700.0,-900.0,0.0,0.0,3
Water Services Fund,Water,Maintenance & Repairs Division,,,,32141.09,1567.98,0.0,16000.0,19000.0,3
Water Services Fund,Water,CAFR Preparation,,,,11193.48,2501564.04,1203982.81,0.0,0.0,3
Water Services Fund,Water,Meter Services Division,,,,3.026877407E7,3.1852418200000003E7,3.1982878410000004E7,3.2700488E7,3.3313592E7,3
Water Services Fund,Water,Customer Service Division,,,,3651.1,637.2,1100.0,0.0,0.0,3
Water Services Fund,Water,Water Conservation Division,,,,26379.5,1450.0,0.0,0.0,0.0,3
Water Services Fund,Water Total,,,,,3.796389333E7,3.5612275760000005E7,3.5157586220000006E7,4.2304346E7,3.4656358E7,2
Water Services Fund Total,,,,,,3.796389333E7,3.5612275760000005E7,3.5157586220000006E7,4.2304346E7,3.4656358E7,1
Stormwater Capital Projects Fd,Public Works,CAFR Preparation,,,,0.0,0.0,0.0,0.0,0.0,3
Stormwater Capital Projects Fd,Public Works Total,,,,,0.0,0.0,0.0,0.0,0.0,2
Stormwater Capital Projects Fd Total,,,,,,0.0,0.0,0.0,0.0,0.0,1
Transit Fund,Transportation,CAFR Preparation,,,,0.0,0.0,0.0,0.0,0.0,3
Transit Fund,Transportation,Transit Administration Div,,,,0.0,181915.4,583837.31,553500.0,1143500.0,3
Transit Fund,Transportation,Transit Operations Division,,,,5314383.6899999995,5159904.42,4918866.68,5215788.0,5224651.0,3
Transit Fund,Transportation Total,,,,,5314383.6899999995,5341819.82,5502703.989999999,5769288.0,6368151.0,2
Transit Fund Total,,,,,,5314383.6899999995,5341819.82,5502703.989999999,5769288.0,6368151.0,1
REVENUES TOTAL,,,,,,1.3481041988E8,1.2942535875000001E8,1.4064776341999996E8,1.73174765E8,1.72411137E8,0
